Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,0.0,0,3428,0,0,3428
arimaFD,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-3.1080200050630453,0,3022,1,405,3428
arimaFD,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,-1.0,0,3548,0,473,4021
arimaFD,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-3.0,0,3023,0,405,3428
arimaFD,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-2.0,0,3547,0,474,4021
arimaFD,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,-2.1100000000000003,0,3025,1,402,3428
arimaFD,standard,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-3.0,0,3463,0,465,3928
arimaFD,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-2.1100000000000003,0,930,1,126,1057
arimaFD,standard,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-0.13498804205708737,1,3026,0,401,3428
arimaFD,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-0.13498804205708737,1,3026,0,401,3428
arimaFD,standard,realKnownCause/ambient_temperature_system_failure.csv,1.0,-2.44,0,5787,4,726,6517
arimaFD,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-0.2968388033227332,3,15796,5,1496,17300
arimaFD,standard,realKnownCause/ec2_request_latency_system_failure.csv,1.0,2.0364892368359593,4,3082,0,342,3428
arimaFD,standard,realKnownCause/machine_temperature_system_failure.csv,1.0,-1.9066237128882477,3,19668,9,2265,21945
arimaFD,standard,realKnownCause/nyc_taxi.csv,1.0,-1.3027133835645348,3,8535,0,1032,9570
arimaFD,standard,realKnownCause/rogue_agent_key_hold.csv,1.0,-0.3974283412853895,1,1408,2,189,1600
arimaFD,standard,realKnownCause/rogue_agent_key_updown.csv,1.0,-2.0,0,4035,0,530,4565
arimaFD,standard,realTraffic/occupancy_6005.csv,1.0,0.7032958473020631,1,1782,2,238,2023
arimaFD,standard,realTraffic/occupancy_t4013.csv,1.0,1.7452094065932522,2,1874,1,248,2125
arimaFD,standard,realTraffic/speed_6005.csv,1.0,0.8458683338115774,1,1886,0,238,2125
arimaFD,standard,realTraffic/speed_7578.csv,1.0,-4.0,0,842,0,116,958
arimaFD,standard,realTraffic/speed_t4013.csv,1.0,-2.0,0,1871,0,250,2121
arimaFD,standard,realTraffic/TravelTime_387.csv,1.0,-3.0,0,1876,0,249,2125
arimaFD,standard,realTraffic/TravelTime_451.csv,1.0,-1.11,0,1620,1,217,1838
arimaFD,standard,realTweets/Twitter_volume_AAPL.csv,1.0,-4.0,0,13564,0,1588,15152
arimaFD,standard,realTweets/Twitter_volume_AMZN.csv,1.0,-1.244945153762934,2,13495,6,1578,15081
arimaFD,standard,realTweets/Twitter_volume_CRM.csv,1.0,-1.6647842541182014,1,13555,4,1592,15152
arimaFD,standard,realTweets/Twitter_volume_CVS.csv,1.0,-3.4345868879514034,0,13573,4,1526,15103
arimaFD,standard,realTweets/Twitter_volume_FB.csv,1.0,-2.109931183074901,0,13500,1,1582,15083
arimaFD,standard,realTweets/Twitter_volume_GOOG.csv,1.0,-2.0258915077291704,1,13657,3,1431,15092
arimaFD,standard,realTweets/Twitter_volume_IBM.csv,1.0,-0.7704304312163841,1,13546,7,1589,15143
arimaFD,standard,realTweets/Twitter_volume_KO.csv,1.0,-3.0,0,13514,0,1587,15101
arimaFD,standard,realTweets/Twitter_volume_PFE.csv,1.0,-4.21995949996941,0,13518,2,1588,15108
arimaFD,standard,realTweets/Twitter_volume_UPS.csv,1.0,-4.628919823422203,1,13517,14,1584,15116
Totals,,,,-74.96336619984238,38,299243,104,33457,332842
